Hash,File,Operator,Start,End,StartLine,EndLine,Original,Replacement,Status,Time(ms)
ma27f218b,/Users/davidroman/Documents/code/github/metana-bootcamp/module-4/contracts/m2/exchange.sol,FVR,4111,4162,115,115,"function acceptTokenOwnership() external onlyOwner ","function acceptTokenOwnership() internal onlyOwner ",untested,0
md3b21500,/Users/davidroman/Documents/code/github/metana-bootcamp/module-4/contracts/m2/exchange.sol,FVR,4111,4162,115,115,"function acceptTokenOwnership() external onlyOwner ","function acceptTokenOwnership() private onlyOwner ",untested,0
m44ed34bc,/Users/davidroman/Documents/code/github/metana-bootcamp/module-4/contracts/m2/exchange.sol,FVR,4208,4247,119,119,"function withdraw() external onlyOwner ","function withdraw() public onlyOwner ",untested,0
ma5e0db51,/Users/davidroman/Documents/code/github/metana-bootcamp/module-4/contracts/m2/exchange.sol,FVR,4208,4247,119,119,"function withdraw() external onlyOwner ","function withdraw() internal onlyOwner ",untested,0
mccefeafd,/Users/davidroman/Documents/code/github/metana-bootcamp/module-4/contracts/m2/exchange.sol,FVR,4208,4247,119,119,"function withdraw() external onlyOwner ","function withdraw() private onlyOwner ",untested,0
mc8c7bf77,/Users/davidroman/Documents/code/github/metana-bootcamp/module-4/contracts/m2/exchange.sol,FVR,4474,4527,126,126,"function allowance() external view returns (uint256) ","function allowance() public view returns (uint256) ",untested,0
m97dbcbfd,/Users/davidroman/Documents/code/github/metana-bootcamp/module-4/contracts/m2/exchange.sol,FVR,4474,4527,126,126,"function allowance() external view returns (uint256) ","function allowance() internal view returns (uint256) ",untested,0
mea00ec5f,/Users/davidroman/Documents/code/github/metana-bootcamp/module-4/contracts/m2/exchange.sol,FVR,4474,4527,126,126,"function allowance() external view returns (uint256) ","function allowance() private view returns (uint256) ",untested,0
m732e3661,/Users/davidroman/Documents/code/github/metana-bootcamp/module-4/contracts/m2/exchange.sol,FVR,4638,4676,131,131,"function mintToken() external payable ","function mintToken() public payable ",untested,0
m90fcae5a,/Users/davidroman/Documents/code/github/metana-bootcamp/module-4/contracts/m2/exchange.sol,FVR,4741,4792,135,135,"function balance() external view returns (uint256) ","function balance() public view returns (uint256) ",untested,0
m322893e1,/Users/davidroman/Documents/code/github/metana-bootcamp/module-4/contracts/m2/exchange.sol,FVR,4741,4792,135,135,"function balance() external view returns (uint256) ","function balance() internal view returns (uint256) ",untested,0
m9256c292,/Users/davidroman/Documents/code/github/metana-bootcamp/module-4/contracts/m2/exchange.sol,FVR,4741,4792,135,135,"function balance() external view returns (uint256) ","function balance() private view returns (uint256) ",untested,0
m4b0c7770,/Users/davidroman/Documents/code/github/metana-bootcamp/module-4/contracts/m2/exchange.sol,FVR,4849,4917,139,139,"function balanceOf(address account) external view returns (uint256) ","function balanceOf(address account) public view returns (uint256) ",untested,0
m7c03559d,/Users/davidroman/Documents/code/github/metana-bootcamp/module-4/contracts/m2/exchange.sol,FVR,4849,4917,139,139,"function balanceOf(address account) external view returns (uint256) ","function balanceOf(address account) internal view returns (uint256) ",untested,0
m3c299f4a,/Users/davidroman/Documents/code/github/metana-bootcamp/module-4/contracts/m2/exchange.sol,FVR,4849,4917,139,139,"function balanceOf(address account) external view returns (uint256) ","function balanceOf(address account) private view returns (uint256) ",untested,0
me367765b,/Users/davidroman/Documents/code/github/metana-bootcamp/module-4/contracts/m2/exchange.sol,FVR,5011,5039,144,144,"function mintNFT() external ","function mintNFT() public ",untested,0
meee077bb,/Users/davidroman/Documents/code/github/metana-bootcamp/module-4/contracts/m2/exchange.sol,FVR,5011,5039,144,144,"function mintNFT() external ","function mintNFT() internal ",untested,0
m4fe6de72,/Users/davidroman/Documents/code/github/metana-bootcamp/module-4/contracts/m2/exchange.sol,FVR,5011,5039,144,144,"function mintNFT() external ","function mintNFT() private ",untested,0
mfcd38f39,/Users/davidroman/Documents/code/github/metana-bootcamp/module-4/contracts/m2/exchange.sol,FVR,5295,5384,154,154,"function getAddresses() external view returns (address tokenAddress, address nftAddress) ","function getAddresses() public view returns (address tokenAddress, address nftAddress) ",untested,0
ma488c509,/Users/davidroman/Documents/code/github/metana-bootcamp/module-4/contracts/m2/exchange.sol,FVR,5295,5384,154,154,"function getAddresses() external view returns (address tokenAddress, address nftAddress) ","function getAddresses() internal view returns (address tokenAddress, address nftAddress) ",untested,0
m6389f218,/Users/davidroman/Documents/code/github/metana-bootcamp/module-4/contracts/m2/exchange.sol,FVR,5295,5384,154,154,"function getAddresses() external view returns (address tokenAddress, address nftAddress) ","function getAddresses() private view returns (address tokenAddress, address nftAddress) ",untested,0
m37a3176e,/Users/davidroman/Documents/code/github/metana-bootcamp/module-4/contracts/m2/exchange.sol,GVR,1858,1867,44,44,msg.value,tx.gasprice,untested,0
m830d7240,/Users/davidroman/Documents/code/github/metana-bootcamp/module-4/contracts/m2/exchange.sol,GVR,1969,1978,49,49,msg.value,tx.gasprice,untested,0
m11bfb157,/Users/davidroman/Documents/code/github/metana-bootcamp/module-4/contracts/m2/exchange.sol,GVR,2060,2069,50,50,msg.value,tx.gasprice,untested,0
m7502f777,/Users/davidroman/Documents/code/github/metana-bootcamp/module-4/contracts/m2/exchange.sol,GVR,2206,2215,52,52,msg.value,tx.gasprice,untested,0
m23848e47,/Users/davidroman/Documents/code/github/metana-bootcamp/module-4/contracts/m2/exchange.sol,GVR,3941,3950,107,107,msg.value,tx.gasprice,untested,0
m77142489,/Users/davidroman/Documents/code/github/metana-bootcamp/module-4/contracts/m2/exchange.sol,GVR,3979,3988,108,108,msg.value,tx.gasprice,untested,0
mb572b16a,/Users/davidroman/Documents/code/github/metana-bootcamp/module-4/contracts/m2/exchange.sol,GVR,4705,4714,132,132,msg.value,tx.gasprice,untested,0
m31534c43,/Users/davidroman/Documents/code/github/metana-bootcamp/module-4/contracts/m2/exchange.sol,ILR,1435,1437,33,33,10,9,untested,0
m1c3eba53,/Users/davidroman/Documents/code/github/metana-bootcamp/module-4/contracts/m2/exchange.sol,ILR,1435,1437,33,33,10,11,untested,0
m8deac76e,/Users/davidroman/Documents/code/github/metana-bootcamp/module-4/contracts/m2/exchange.sol,ILR,1440,1444,33,33,1e18,undefined,untested,0
m8deac76e,/Users/davidroman/Documents/code/github/metana-bootcamp/module-4/contracts/m2/exchange.sol,ILR,1440,1444,33,33,1e18,undefined,untested,0
mf99ee5f2,/Users/davidroman/Documents/code/github/metana-bootcamp/module-4/contracts/m2/exchange.sol,ILR,1499,1503,34,34,1e18,undefined,untested,0
mf99ee5f2,/Users/davidroman/Documents/code/github/metana-bootcamp/module-4/contracts/m2/exchange.sol,ILR,1499,1503,34,34,1e18,undefined,untested,0
m10af4f25,/Users/davidroman/Documents/code/github/metana-bootcamp/module-4/contracts/m2/exchange.sol,ILR,1981,1982,49,49,0,1,untested,0
m2f7b690d,/Users/davidroman/Documents/code/github/metana-bootcamp/module-4/contracts/m2/exchange.sol,ILR,2073,2080,50,50,1 ether,0 ether,untested,0
ma84cfb13,/Users/davidroman/Documents/code/github/metana-bootcamp/module-4/contracts/m2/exchange.sol,ILR,2073,2080,50,50,1 ether,2 ether,untested,0
m92f7bf2e,/Users/davidroman/Documents/code/github/metana-bootcamp/module-4/contracts/m2/exchange.sol,ILR,2421,2422,58,58,0,1,untested,0
me8c5caf4,/Users/davidroman/Documents/code/github/metana-bootcamp/module-4/contracts/m2/exchange.sol,ILR,2698,2699,66,66,1,0,untested,0
m18d1245e,/Users/davidroman/Documents/code/github/metana-bootcamp/module-4/contracts/m2/exchange.sol,ILR,2698,2699,66,66,1,2,untested,0
m2840f18d,/Users/davidroman/Documents/code/github/metana-bootcamp/module-4/contracts/m2/exchange.sol,ILR,2743,2745,67,67,11,10,untested,0
m2f13f2ea,/Users/davidroman/Documents/code/github/metana-bootcamp/module-4/contracts/m2/exchange.sol,ILR,2743,2745,67,67,11,12,untested,0
m4139df42,/Users/davidroman/Documents/code/github/metana-bootcamp/module-4/contracts/m2/exchange.sol,ILR,4322,4323,121,121,0,1,untested,0
m11721ce5,/Users/davidroman/Documents/code/github/metana-bootcamp/module-4/contracts/m2/exchange.sol,ILR,5156,5158,147,147,10,9,untested,0
m041e0e79,/Users/davidroman/Documents/code/github/metana-bootcamp/module-4/contracts/m2/exchange.sol,ILR,5156,5158,147,147,10,11,untested,0
m5f2e83a3,/Users/davidroman/Documents/code/github/metana-bootcamp/module-4/contracts/m2/exchange.sol,ILR,5161,5165,147,147,1e18,undefined,untested,0
m5f2e83a3,/Users/davidroman/Documents/code/github/metana-bootcamp/module-4/contracts/m2/exchange.sol,ILR,5161,5165,147,147,1e18,undefined,untested,0
m4d027c5e,/Users/davidroman/Documents/code/github/metana-bootcamp/module-4/contracts/m2/exchange.sol,PKD,1747,1776,41,41,"fallback() external payable  ","fallback() external   ",untested,0
mc77b372e,/Users/davidroman/Documents/code/github/metana-bootcamp/module-4/contracts/m2/exchange.sol,PKD,1907,1951,48,48,"function mint(address buyer) public payable ","function mint(address buyer) public  ",untested,0
m2b635bcd,/Users/davidroman/Documents/code/github/metana-bootcamp/module-4/contracts/m2/exchange.sol,PKD,2862,2890,72,72,"fallback() external payable ","fallback() external  ",untested,0
mb1cf46a4,/Users/davidroman/Documents/code/github/metana-bootcamp/module-4/contracts/m2/exchange.sol,PKD,3769,3798,102,102,"fallback() external payable  ","fallback() external   ",untested,0
ma46a028b,/Users/davidroman/Documents/code/github/metana-bootcamp/module-4/contracts/m2/exchange.sol,PKD,4638,4676,131,131,"function mintToken() external payable ","function mintToken() external  ",untested,0
mf9d64efb,/Users/davidroman/Documents/code/github/metana-bootcamp/module-4/contracts/m2/exchange.sol,MOC,2294,2346,56,56,"function withdraw() external onlyOwner nonReentrant ","function withdraw() external nonReentrant onlyOwner ",untested,0
m455540d9,/Users/davidroman/Documents/code/github/metana-bootcamp/module-4/contracts/m2/exchange.sol,MOD,1517,1573,36,36,"constructor(address initialOwner) Ownable(initialOwner) ","constructor(address initialOwner)  ",untested,0
m6d05feea,/Users/davidroman/Documents/code/github/metana-bootcamp/module-4/contracts/m2/exchange.sol,MOD,2294,2346,56,56,"function withdraw() external onlyOwner nonReentrant ","function withdraw() external  nonReentrant ",untested,0
m2b5fa056,/Users/davidroman/Documents/code/github/metana-bootcamp/module-4/contracts/m2/exchange.sol,MOD,2294,2346,56,56,"function withdraw() external onlyOwner nonReentrant ","function withdraw() external onlyOwner  ",untested,0
md18036e9,/Users/davidroman/Documents/code/github/metana-bootcamp/module-4/contracts/m2/exchange.sol,MOD,2753,2809,69,69,"constructor(address initialOwner) Ownable(initialOwner) ","constructor(address initialOwner)  ",untested,0
m814678d9,/Users/davidroman/Documents/code/github/metana-bootcamp/module-4/contracts/m2/exchange.sol,MOD,2909,2958,74,74,"function mint(address minter) external onlyOwner ","function mint(address minter) external  ",untested,0
m05c44aad,/Users/davidroman/Documents/code/github/metana-bootcamp/module-4/contracts/m2/exchange.sol,MOD,3508,3594,95,95,"constructor(address initialOwner, address _token, address _nft) Ownable(initialOwner) ","constructor(address initialOwner, address _token, address _nft)  ",untested,0
mb7f56336,/Users/davidroman/Documents/code/github/metana-bootcamp/module-4/contracts/m2/exchange.sol,MOD,4014,4063,111,111,"function acceptNftOwnership() external onlyOwner ","function acceptNftOwnership() external  ",untested,0
m3789fb57,/Users/davidroman/Documents/code/github/metana-bootcamp/module-4/contracts/m2/exchange.sol,MOD,4111,4162,115,115,"function acceptTokenOwnership() external onlyOwner ","function acceptTokenOwnership() external  ",untested,0
mdb85fe5c,/Users/davidroman/Documents/code/github/metana-bootcamp/module-4/contracts/m2/exchange.sol,MOD,4208,4247,119,119,"function withdraw() external onlyOwner ","function withdraw() external  ",untested,0
m8dcf96d1,/Users/davidroman/Documents/code/github/metana-bootcamp/module-4/contracts/m2/exchange.sol,MOI,1907,1951,48,48,"function mint(address buyer) public payable ","function mint(address buyer) public payable onlyOwner ",untested,0
m0ac0b520,/Users/davidroman/Documents/code/github/metana-bootcamp/module-4/contracts/m2/exchange.sol,MOI,1907,1951,48,48,"function mint(address buyer) public payable ","function mint(address buyer) public payable nonReentrant ",untested,0
m82c4aa4f,/Users/davidroman/Documents/code/github/metana-bootcamp/module-4/contracts/m2/exchange.sol,OLFD,1907,2288,48,54,"function mint(address buyer) public payable {        require(msg.value > 0, ""send eth to buy tokens"");        uint256 tokensToMint = (TOKENS_PER_ETH * msg.value) / 1 ether;        require(totalSupply() + tokensToMint <= MAX_SUPPLY, ""mint would exceed max token supply"");        emit Mint(buyer, msg.value, tokensToMint, totalSupply());        _mint(buyer, tokensToMint);    }",,untested,0
m67eec6f1,/Users/davidroman/Documents/code/github/metana-bootcamp/module-4/contracts/m2/exchange.sol,OLFD,2294,2567,56,61,"function withdraw() external onlyOwner nonReentrant {        uint256 amount = address(this).balance;        require(amount > 0, ""Nothing to withdraw"");        (bool success, ) = payable(owner()).call{value: amount}("""");        require(success, ""withdraw failed"");    }",,untested,0
mc0ce70d9,/Users/davidroman/Documents/code/github/metana-bootcamp/module-4/contracts/m2/exchange.sol,OLFD,2909,3094,74,78,"function mint(address minter) external onlyOwner {        require(tokenSupply < MAX_SUPPLY, ""no more NFT to mint"");        _safeMint(minter, tokenSupply);        tokenSupply++;    }",,untested,0
m067627e8,/Users/davidroman/Documents/code/github/metana-bootcamp/module-4/contracts/m2/exchange.sol,OLFD,4208,4468,119,124,"function withdraw() external onlyOwner {        uint256 amount = address(this).balance;        require(amount > 0, ""Nothing to withdraw"");        (bool success, ) = payable(owner()).call{value: amount}("""");        require(success, ""withdraw failed"");    }",,untested,0
me4c44c3a,/Users/davidroman/Documents/code/github/metana-bootcamp/module-4/contracts/m2/exchange.sol,ORFD,3100,3260,80,82,"function _baseURI() internal pure override returns (string memory) {        return ""ipfs://bafybeia3kfwpeqqxpwimflmqclo3hwewa7ziueennq2wocj3nlvv34bq34/"";    }",,untested,0
m4286a5f0,/Users/davidroman/Documents/code/github/metana-bootcamp/module-4/contracts/m2/exchange.sol,RSD,3177,3254,81,81,"return ""ipfs://bafybeia3kfwpeqqxpwimflmqclo3hwewa7ziueennq2wocj3nlvv34bq34/"";","/* return ""ipfs://bafybeia3kfwpeqqxpwimflmqclo3hwewa7ziueennq2wocj3nlvv34bq34/""; */",untested,0
m6e7cae3c,/Users/davidroman/Documents/code/github/metana-bootcamp/module-4/contracts/m2/exchange.sol,RSD,4537,4587,127,127,"return token.allowance(msg.sender, address(this));","/* return token.allowance(msg.sender, address(this)); */",untested,0
m6c54fcb8,/Users/davidroman/Documents/code/github/metana-bootcamp/module-4/contracts/m2/exchange.sol,RSD,4802,4837,136,136,return token.balanceOf(msg.sender);,/* return token.balanceOf(msg.sender); */,untested,0
m41fde079,/Users/davidroman/Documents/code/github/metana-bootcamp/module-4/contracts/m2/exchange.sol,RSD,4927,4959,140,140,return token.balanceOf(account);,/* return token.balanceOf(account); */,untested,0
m4b42f8a5,/Users/davidroman/Documents/code/github/metana-bootcamp/module-4/contracts/m2/exchange.sol,RSD,5394,5432,155,155,"return (address(token), address(nft));","/* return (address(token), address(nft)); */",untested,0
m05512fa5,/Users/davidroman/Documents/code/github/metana-bootcamp/module-4/contracts/m2/exchange.sol,RVS,5402,5430,155,155,"address(token), address(nft)","address(nft), address(token)",untested,0
m7d57c57e,/Users/davidroman/Documents/code/github/metana-bootcamp/module-4/contracts/m2/exchange.sol,SLR,1295,1309,30,30,"""Visage Token""","""""",untested,0
m75fec0fb,/Users/davidroman/Documents/code/github/metana-bootcamp/module-4/contracts/m2/exchange.sol,SLR,1311,1316,30,30,"""VSG""","""""",untested,0
m8084b1e9,/Users/davidroman/Documents/code/github/metana-bootcamp/module-4/contracts/m2/exchange.sol,SLR,2608,2620,64,64,"""Visage NFT""","""""",untested,0
mf1991d37,/Users/davidroman/Documents/code/github/metana-bootcamp/module-4/contracts/m2/exchange.sol,SLR,2622,2628,64,64,"""NVSG""","""""",untested,0
mac14c0f0,/Users/davidroman/Documents/code/github/metana-bootcamp/module-4/contracts/m2/exchange.sol,SLR,3184,3253,81,81,"""ipfs://bafybeia3kfwpeqqxpwimflmqclo3hwewa7ziueennq2wocj3nlvv34bq34/""","""""",untested,0
m6a9827d0,/Users/davidroman/Documents/code/github/metana-bootcamp/module-4/contracts/m2/exchange.sol,TOR,1846,1856,44,44,msg.sender,tx.origin,untested,0
md6407296,/Users/davidroman/Documents/code/github/metana-bootcamp/module-4/contracts/m2/exchange.sol,TOR,1883,1893,45,45,msg.sender,tx.origin,untested,0
m90ace211,/Users/davidroman/Documents/code/github/metana-bootcamp/module-4/contracts/m2/exchange.sol,TOR,3929,3939,107,107,msg.sender,tx.origin,untested,0
m77fe503b,/Users/davidroman/Documents/code/github/metana-bootcamp/module-4/contracts/m2/exchange.sol,TOR,3990,4000,108,108,msg.sender,tx.origin,untested,0
m3fd2f3da,/Users/davidroman/Documents/code/github/metana-bootcamp/module-4/contracts/m2/exchange.sol,TOR,4560,4570,127,127,msg.sender,tx.origin,untested,0
m6fd2a15f,/Users/davidroman/Documents/code/github/metana-bootcamp/module-4/contracts/m2/exchange.sol,TOR,4717,4727,132,132,msg.sender,tx.origin,untested,0
m1a4a849a,/Users/davidroman/Documents/code/github/metana-bootcamp/module-4/contracts/m2/exchange.sol,TOR,4825,4835,136,136,msg.sender,tx.origin,untested,0
m5e5b9b21,/Users/davidroman/Documents/code/github/metana-bootcamp/module-4/contracts/m2/exchange.sol,TOR,5129,5139,147,147,msg.sender,tx.origin,untested,0
mf3cd3c08,/Users/davidroman/Documents/code/github/metana-bootcamp/module-4/contracts/m2/exchange.sol,TOR,5271,5281,151,151,msg.sender,tx.origin,untested,0
m67724e47,/Users/davidroman/Documents/code/github/metana-bootcamp/module-4/contracts/m2/exchange.sol,UORD,3075,3087,77,77,okenSupply++,okenSupply--,untested,0
mf89557dd,/Users/davidroman/Documents/code/github/metana-bootcamp/module-4/contracts/m2/exchange.sol,UORD,3075,3087,77,77,okenSupply++,"okenSupply ",untested,0
m97e68aa1,/Users/davidroman/Documents/code/github/metana-bootcamp/module-4/contracts/m2/exchange.sol,VUR,2073,2080,50,50,1 ether,1 wei,untested,0
m92eeae40,/Users/davidroman/Documents/code/github/metana-bootcamp/module-4/contracts/m2/exchange.sol,VVR,1394,1444,33,33,uint256 public constant TOKENS_PER_ETH = 10 * 1e18,uint256 internal constant TOKENS_PER_ETH = 10 * 1e18,untested,0
m3cb43922,/Users/davidroman/Documents/code/github/metana-bootcamp/module-4/contracts/m2/exchange.sol,VVR,1394,1444,33,33,uint256 public constant TOKENS_PER_ETH = 10 * 1e18,uint256 private constant TOKENS_PER_ETH = 10 * 1e18,untested,0
mbada3427,/Users/davidroman/Documents/code/github/metana-bootcamp/module-4/contracts/m2/exchange.sol,VVR,1450,1503,34,34,uint256 public constant MAX_SUPPLY = 1_000_000 * 1e18,uint256 internal constant MAX_SUPPLY = 1_000_000 * 1e18,untested,0
mfdfa8e80,/Users/davidroman/Documents/code/github/metana-bootcamp/module-4/contracts/m2/exchange.sol,VVR,1450,1503,34,34,uint256 public constant MAX_SUPPLY = 1_000_000 * 1e18,uint256 private constant MAX_SUPPLY = 1_000_000 * 1e18,untested,0
m6c1d3927,/Users/davidroman/Documents/code/github/metana-bootcamp/module-4/contracts/m2/exchange.sol,VVR,2668,2699,66,66,uint256 private tokenSupply = 1,uint256 public tokenSupply = 1,untested,0
m0cbd66bf,/Users/davidroman/Documents/code/github/metana-bootcamp/module-4/contracts/m2/exchange.sol,VVR,2668,2699,66,66,uint256 private tokenSupply = 1,uint256 internal tokenSupply = 1,untested,0
m235db471,/Users/davidroman/Documents/code/github/metana-bootcamp/module-4/contracts/m2/exchange.sol,VVR,2705,2745,67,67,uint256 constant private MAX_SUPPLY = 11,uint256 constant public MAX_SUPPLY = 11,untested,0
m2306e795,/Users/davidroman/Documents/code/github/metana-bootcamp/module-4/contracts/m2/exchange.sol,VVR,2705,2745,67,67,uint256 constant private MAX_SUPPLY = 11,uint256 constant internal MAX_SUPPLY = 11,untested,0
m188438a6,/Users/davidroman/Documents/code/github/metana-bootcamp/module-4/contracts/m2/exchange.sol,VVR,3415,3457,92,92,ExchangeVisageToken public immutable token,ExchangeVisageToken internal immutable token,untested,0
mf470f0ea,/Users/davidroman/Documents/code/github/metana-bootcamp/module-4/contracts/m2/exchange.sol,VVR,3415,3457,92,92,ExchangeVisageToken public immutable token,ExchangeVisageToken private immutable token,untested,0
m6f2e8110,/Users/davidroman/Documents/code/github/metana-bootcamp/module-4/contracts/m2/exchange.sol,VVR,3463,3501,93,93,ExchangeVisageNFT public immutable nft,ExchangeVisageNFT internal immutable nft,untested,0
md73be1f4,/Users/davidroman/Documents/code/github/metana-bootcamp/module-4/contracts/m2/exchange.sol,VVR,3463,3501,93,93,ExchangeVisageNFT public immutable nft,ExchangeVisageNFT private immutable nft,untested,0
m7d15343a,/Users/davidroman/Documents/code/github/metana-bootcamp/module-4/contracts/m2/mocks/MockMint.sol,BLR,447,452,17,17,false,true,untested,0
md05d353b,/Users/davidroman/Documents/code/github/metana-bootcamp/module-4/contracts/m2/mocks/MockMint.sol,BLR,698,702,25,25,true,false,untested,0
m45eb802e,/Users/davidroman/Documents/code/github/metana-bootcamp/module-4/contracts/m2/mocks/MockMint.sol,BLR,1119,1124,41,41,false,true,untested,0
m844ce444,/Users/davidroman/Documents/code/github/metana-bootcamp/module-4/contracts/m2/mocks/MockMint.sol,BLR,1316,1320,48,48,true,false,untested,0
mf9ea3fd2,/Users/davidroman/Documents/code/github/metana-bootcamp/module-4/contracts/m2/mocks/MockMint.sol,BOR,649,652,24,24," > "," >=  ",untested,0
m86486bb7,/Users/davidroman/Documents/code/github/metana-bootcamp/module-4/contracts/m2/mocks/MockMint.sol,BOR,649,652,24,24," > "," <=  ",untested,0
m3b8dfab4,/Users/davidroman/Documents/code/github/metana-bootcamp/module-4/contracts/m2/mocks/MockMint.sol,BOR,649,652,24,24," > "," < ",untested,0
m338565bc,/Users/davidroman/Documents/code/github/metana-bootcamp/module-4/contracts/m2/mocks/MockMint.sol,BOR,649,652,24,24," > "," != ",untested,0
med394c1c,/Users/davidroman/Documents/code/github/metana-bootcamp/module-4/contracts/m2/mocks/MockMint.sol,BOR,649,652,24,24," > "," == ",untested,0
m3c3dd61f,/Users/davidroman/Documents/code/github/metana-bootcamp/module-4/contracts/m2/mocks/MockMint.sol,BOR,1365,1368,49,49," * "," + ",untested,0
m86c865b8,/Users/davidroman/Documents/code/github/metana-bootcamp/module-4/contracts/m2/mocks/MockMint.sol,BOR,1365,1368,49,49," * "," - ",untested,0
m7b191d1f,/Users/davidroman/Documents/code/github/metana-bootcamp/module-4/contracts/m2/mocks/MockMint.sol,BOR,1365,1368,49,49," * "," / ",untested,0
m3e115617,/Users/davidroman/Documents/code/github/metana-bootcamp/module-4/contracts/m2/mocks/MockMint.sol,BOR,1365,1368,49,49," * "," ** ",untested,0
m2dbe9683,/Users/davidroman/Documents/code/github/metana-bootcamp/module-4/contracts/m2/mocks/MockMint.sol,BOR,1365,1368,49,49," * "," % ",untested,0
m4c4f2760,/Users/davidroman/Documents/code/github/metana-bootcamp/module-4/contracts/m2/mocks/MockMint.sol,CCD,275,363,11,13,constructor(address _token) {        token = StakingVisageToken(payable(_token));    },,untested,0
m7226bbb6,/Users/davidroman/Documents/code/github/metana-bootcamp/module-4/contracts/m2/mocks/MockMint.sol,CCD,926,1014,35,37,constructor(address _token) {        token = StakingVisageToken(payable(_token));    },,untested,0
mcbb4a1b3,/Users/davidroman/Documents/code/github/metana-bootcamp/module-4/contracts/m2/mocks/MockMint.sol,CSC,410,419,16,16,attacking,true,untested,0
m86f58129,/Users/davidroman/Documents/code/github/metana-bootcamp/module-4/contracts/m2/mocks/MockMint.sol,CSC,410,419,16,16,attacking,false,untested,0
mf0906cc5,/Users/davidroman/Documents/code/github/metana-bootcamp/module-4/contracts/m2/mocks/MockMint.sol,CSC,1082,1091,40,40,attacking,true,untested,0
mae8b1973,/Users/davidroman/Documents/code/github/metana-bootcamp/module-4/contracts/m2/mocks/MockMint.sol,CSC,1082,1091,40,40,attacking,false,untested,0
m5cc5126d,/Users/davidroman/Documents/code/github/metana-bootcamp/module-4/contracts/m2/mocks/MockMint.sol,EHC,632,677,24,24,"require(msg.value > 0, ""Send ETH to attack"");","/* require(msg.value > 0, ""Send ETH to attack""); */",untested,0
md241712b,/Users/davidroman/Documents/code/github/metana-bootcamp/module-4/contracts/m2/mocks/MockMint.sol,FVR,587,622,23,23,"function attack() external payable ","function attack() public payable ",untested,0
m0e3c88a1,/Users/davidroman/Documents/code/github/metana-bootcamp/module-4/contracts/m2/mocks/MockMint.sol,FVR,1020,1068,39,39,"function onTokenUpdate(uint256 amount) external ","function onTokenUpdate(uint256 amount) public ",untested,0
m7bcbb246,/Users/davidroman/Documents/code/github/metana-bootcamp/module-4/contracts/m2/mocks/MockMint.sol,FVR,1020,1068,39,39,"function onTokenUpdate(uint256 amount) external ","function onTokenUpdate(uint256 amount) internal ",untested,0
mbee678e3,/Users/davidroman/Documents/code/github/metana-bootcamp/module-4/contracts/m2/mocks/MockMint.sol,FVR,1020,1068,39,39,"function onTokenUpdate(uint256 amount) external ","function onTokenUpdate(uint256 amount) private ",untested,0
m72d538b8,/Users/davidroman/Documents/code/github/metana-bootcamp/module-4/contracts/m2/mocks/MockMint.sol,FVR,1267,1294,47,47,"function attack() external ","function attack() public ",untested,0
m8bf4643e,/Users/davidroman/Documents/code/github/metana-bootcamp/module-4/contracts/m2/mocks/MockMint.sol,FVR,1267,1294,47,47,"function attack() external ","function attack() internal ",untested,0
m52c7e8e0,/Users/davidroman/Documents/code/github/metana-bootcamp/module-4/contracts/m2/mocks/MockMint.sol,FVR,1267,1294,47,47,"function attack() external ","function attack() private ",untested,0
m6ee49ea2,/Users/davidroman/Documents/code/github/metana-bootcamp/module-4/contracts/m2/mocks/MockMint.sol,FVR,1386,1427,52,52,"function acceptTokenOwnership() external ","function acceptTokenOwnership() public ",untested,0
m7106ba38,/Users/davidroman/Documents/code/github/metana-bootcamp/module-4/contracts/m2/mocks/MockMint.sol,FVR,1386,1427,52,52,"function acceptTokenOwnership() external ","function acceptTokenOwnership() internal ",untested,0
mdc589dd6,/Users/davidroman/Documents/code/github/metana-bootcamp/module-4/contracts/m2/mocks/MockMint.sol,FVR,1386,1427,52,52,"function acceptTokenOwnership() external ","function acceptTokenOwnership() private ",untested,0
m35e11d9c,/Users/davidroman/Documents/code/github/metana-bootcamp/module-4/contracts/m2/mocks/MockMint.sol,GVR,640,649,24,24,msg.value,tx.gasprice,untested,0
m704137dc,/Users/davidroman/Documents/code/github/metana-bootcamp/module-4/contracts/m2/mocks/MockMint.sol,GVR,730,739,26,26,msg.value,tx.gasprice,untested,0
m7d996cab,/Users/davidroman/Documents/code/github/metana-bootcamp/module-4/contracts/m2/mocks/MockMint.sol,ILR,543,548,19,19,1 wei,0 wei,untested,0
m2ee16960,/Users/davidroman/Documents/code/github/metana-bootcamp/module-4/contracts/m2/mocks/MockMint.sol,ILR,543,548,19,19,1 wei,2 wei,untested,0
m8c1bfd09,/Users/davidroman/Documents/code/github/metana-bootcamp/module-4/contracts/m2/mocks/MockMint.sol,ILR,652,653,24,24,0,1,untested,0
mb902f837,/Users/davidroman/Documents/code/github/metana-bootcamp/module-4/contracts/m2/mocks/MockMint.sol,ILR,1361,1365,49,49,1000,999,untested,0
m25a5c3c7,/Users/davidroman/Documents/code/github/metana-bootcamp/module-4/contracts/m2/mocks/MockMint.sol,ILR,1361,1365,49,49,1000,1001,untested,0
m85b9d2d5,/Users/davidroman/Documents/code/github/metana-bootcamp/module-4/contracts/m2/mocks/MockMint.sol,ILR,1368,1372,49,49,1e18,undefined,untested,0
